cislo_licence,ev_cislo,nazev,psc,obec,ulice,cp,okres,kraj,pocet_zdroju
111331894,1,FVE SOUKENICKÁ,51601,Rychnov nad Kněžnou,Soukenická,,Rychnov nad Kněžnou,Královéhradecký,1
111331902,1,Martinovská 3038,72300,Ostrava,Martinovská,3038/21,Ostrava-město,Moravskoslezský,1
111332023,1,FVE Pašková,26724,Velký Chlumec,Velký Chlumec,33,Beroun,Středočeský,1
111331974,1,FVE Pustiměř,68321,Pustiměř,Pustiměř,248,Vyškov,Jihomoravský,1
111331992,1,Jiří Škvrna,55201,Dolany,Dolany,50,Náchod,Královéhradecký,1
111331888,1,FVE KOUBEK CHOTĚMICE,39201,Chotěmice,Chotěmice,33,Tábor,Jihočeský,1
111331951,1,FVS-KOVOLASER s.r.o.,77900,Olomouc,Hamerská,856/44,Olomouc,Olomoucký,1
111331889,1,FVS-Jiří Geisler,77900,Olomouc,Peřinova,331/4,Olomouc,Olomoucký,1
111331892,1,FVE Monteco - Ostrožská Nová Ves,68722,Ostrožská Nová Ves,Nádražní,,Uherské Hradiště,Zlínský,1
111331892,2,FVE MONTECO,68722,Ostrožská Nová Ves,Osvobození,268,Uherské Hradiště,Zlínský,1
111331891,1,FVE Kalivoda Hodoňovice,73901,Baška,Baška,26,Frýdek-Místek,Moravskoslezský,1
111332092,1,FVE Na Muškách Strakonice,38601,Strakonice,Na Muškách,619,Strakonice,Jihočeský,1
111332000,1,FVE VITULUS,25243,Průhonice,Říčanská,163,Praha-západ,Středočeský,1
111332299,1,FVE Mareth Chabičov,74792,Háj ve Slezsku,V Rybníkách,174,Opava,Moravskoslezský,1
111331933,1,ELBH-CZ,37501,Týn nad Vltavou,Havlíčkova,35,České Budějovice,Jihočeský,1
111331874,1,FVE- MEGAWASTE I,69501,Hodonín,Na Dole,3973/1,Hodonín,Jihomoravský,1
111331874,2,FVE- MEGAWASTE II,69501,Hodonín,Na Dole,,Hodonín,Jihomoravský,1
111331890,1,FVE - Popovice,68604,Popovice,Popovice,236,Uherské Hradiště,Zlínský,1
111331906,1,FVE Opatov,67528,Opatov,Opatov,73,Třebíč,Vysočina,1
111331903,1,"FVE 4,9kWp - Skokan",53842,Ronov nad Doubravou,Nádražní,364,Chrudim,Pardubický,1
111332008,1,FVE Jan Hána,25001,Brandýs nad Labem-Stará Boleslav,Mělnická,19/29,Praha-východ,Středočeský,1
111331858,1,FVE Jan Řáha,46312,Jeřmanice,Sněhová,300,Liberec,Liberecký,1
111332297,1,"FVE Brno-Ivanovice, Hřebíčkova",62100,Brno,Hřebíčková,433/6,Brno-město,Jihomoravský,1
111332321,1,FVE KLIKA Ladislav BABICE s.r.o.,25101,Babice,Ke Koblasovně,124,Praha-východ,Středočeský,1
111332001,1,BPS Lhota,25744,Netvořice,Netvořice,,Benešov,Středočeský,2
111332003,1,FVE Pavla Talpová,59211,Velká Losenice,Velká Losenice,40,Žďár nad Sázavou,Vysočina,1
111331886,1,FVE Jiří Samec,39301,Pelhřimov,Pelhřimov,38,Pelhřimov,Vysočina,1
111331909,1,FVE SVD Hluboká 5,63900,Brno,Hluboká,83/5,Brno-město,Jihomoravský,1
111331999,1,FVE - Planá,37001,Planá,Planá,59,České Budějovice,Jihočeský,1
111433161,1,FVE Veselý - Komín,62400,Brno,Štompil,1313/30,Brno-město,Jihomoravský,1
111331893,1,FVE Vladimír Vyhňák,61400,Brno,Hlaváčova,644/77,Brno-město,Jihomoravský,1
111332007,1,"FVE 4,8",66444,Ořechov,Divadelní č.e.,157,Brno-venkov,Jihomoravský,1
111433027,1,FVE Pijavky,25206,Petrov,Petrov,359,Praha-západ,Středočeský,1
111331873,1,"FVE 4,9 kWp RICHTEROVÁ",56943,Březinky,Březinky,14,Svitavy,Pardubický,1
111331901,1,FVE Čakovičky,25063,Čakovičky,Azalková,217,Praha-východ,Středočeský,1
111331939,1,FVE Borek 432,37367,Borek,Pražská,432,České Budějovice,Jihočeský,1
111331990,1,FVE - Spojmant CZ,76502,Otrokovice,Letiště,,Zlín,Zlínský,1
111332025,1,Josef Padělek,67801,Blansko,Masarykova,912/6,Blansko,Jihomoravský,1
111331943,1,FVE Miroslava Sobotková,41742,Krupka,Polní,,Teplice,Ústecký,1
111332357,1,FVE SKS-separace s.r.o.,27203,Kladno,Libušina,157,Kladno,Středočeský,1
111332093,1,FVE Kněževes 02,25268,Kněževes,U Ouvalky,14,Praha-západ,Středočeský,1
111331979,1,FVE Mírová 45,78969,Postřelmov,Mírová,45,Šumperk,Olomoucký,1
111331993,1,Horní Chaloupky 87/15,10600,Praha,Horní Chaloupky,87/15,,,1
111332069,1,FVE,55101,Vlkov,Vlkov,62,Náchod,Královéhradecký,1
111332014,1,"Jaroslav Kratejl, Chmelná č.p. 21, 342 01 Sušice",34201,Sušice,Sušice,21,Klatovy,Plzeňský,1
111332016,1,FVE Abacus,37001,Planá,Planá,,České Budějovice,Jihočeský,1
111332452,1,FRANTIŠEK,28911,Pečky,Petra Bezruče,476,Kolín,Středočeský,1
111332452,2,ANIČKA,28911,Pečky,Petra Bezruče,476,Kolín,Středočeský,1
111332030,1,"FVE - 13,20",16500,Praha,K transformátoru,1169/9,,,1
111332005,1,autoservis č.p. 372,50302,Předměřice nad Labem,Na Obci,372,Hradec Králové,Královéhradecký,1
111332359,1,FVE Ing. Radek Mikulík,76824,Pravčice,Pravčice,262,Kroměříž,Zlínský,1
111332019,1,Holubec1,37361,Hrdějovice,Úzká,500,České Budějovice,Jihočeský,1
111332133,1,josef hanuš fve 5kw,51263,Hrubá Skála,Hrubá Skála,5,Semily,Liberecký,1
111331963,1,FVE Pozořice,66407,Pozořice,Malé Lipky,284,Brno-venkov,Jihomoravský,1
111331988,1,"FVE - 10,08",67154,Ctidružice,Ctidružice,7,Znojmo,Jihomoravský,1
111331983,1,FVE Blažeňak Dolní Třešňovec,56301,Lanškroun,Lanškroun,93,Ústí nad Orlicí,Pardubický,1
111332396,1,"FVE - 4,8",68304,Drnovice,Drnovice,350,Vyškov,Jihomoravský,1
111332031,1,"Fotovoltaický systém o výkonu 5,0 kWp",68722,Ostrožská Nová Ves,Na rybníčku,287,Uherské Hradiště,Zlínský,1
111332010,1,FVE - Spytihněv,76364,Spytihněv,Spytihněv,284,Zlín,Zlínský,1
111332053,1,Řeporyje,15500,Praha,Řadová,1114/1,,,1
111331958,1,FV6-269 NECY Jarošov 30kWp,68601,Uherské Hradiště,Pivovarská,573,Uherské Hradiště,Zlínský,1
111332032,1,FVE - Kučerová,25067,Klecany,V Mexiku,450,Praha-východ,Středočeský,1
111331985,1,FVE Štouračová,59401,Velké Meziříčí,Nad Gymnáziem,619/42,Žďár nad Sázavou,Vysočina,1
111331952,1,František Navrátil-Morkovice,76833,Morkovice-Slížany,Komenského,,Kroměříž,Zlínský,1
111332088,1,FVE MAJTANOVÁ MÁJOVÁ 52 ČERNČÍN,68501,Bučovice,Májová,52,Vyškov,Jihomoravský,1
111332090,1,FVS - Kutílek,46401,Heřmanice,Heřmanice,,Liberec,Liberecký,1
111331972,1,FVE Pacov u Říčan č.p. 195,25101,Říčany,Maková,195/12,Praha-východ,Středočeský,1
111331961,1,FVS NA Č.P. 310 VRANOV,66432,Vranov,Vranov,310,Brno-venkov,Jihomoravský,1
111332036,1,FVE LOVČICE ING. PAVEL RUBAN,69639,Lovčice,Lovčice,114,Hodonín,Jihomoravský,1
111332456,1,"FVE - 4,8",70030,Ostrava,K Odře,778/2,Ostrava-město,Moravskoslezský,1
111332453,1,"FVE-RAJHRAD, PALACKÉHO 135, SLADOVNA BERNARD, A.S.",66461,Rajhrad,Palackého,,Brno-venkov,Jihomoravský,1
111332143,1,"FVE Spáčilová 8,085kW",78372,Velký Týnec,Ke Vsisku,142,Olomouc,Olomoucký,1
111331967,1,FVE SSS TRADE CZECH REPUBLIC s.r.o.,53303,Dašice,Tylova,112,Pardubice,Pardubický,1
111331976,1,"FVE - 4,8",55101,Jaroměř,Trinnerova,114,Náchod,Královéhradecký,1
111331997,1,FVE NBK - MaRcom-Eko,28802,Nymburk,Boleslavská třída,787/39,Nymburk,Středočeský,1
111332018,1,FVS na č.p. 86 V Kostelci nad Orlicí,51741,Kostelec nad Orlicí,Na Lávkách,86,Rychnov nad Kněžnou,Královéhradecký,1
111331956,1,"FVS na č.p. 95 a 96 v Pardubicích, sluneční elektrárna",53009,Pardubice,Pardubice,95,,,1
111331960,1,Rejta 1243,37401,Trhové Sviny,Rejta,1243,České Budějovice,Jihočeský,1
111331949,1,Luženice 9,34401,Luženičky,Luženičky,9,Domažlice,Plzeňský,1
111331969,1,"FVE Lorenc, Hlubočky",78365,Hlubočky,Nad Sídlištěm,523,Olomouc,Olomoucký,1
111331959,1,FVE Třibřichy,53701,Třibřichy,Třibřichy,91,Chrudim,Pardubický,1
111332454,1,FVE MIROSLAV HRUBÝ,51236,Horní Branná,Horní Branná,460,Semily,Liberecký,1
111331948,1,FVE Přepychy,53316,Přepychy,Přepychy,47,Pardubice,Pardubický,1
111332091,1,"Ing. Ladislav Hršel, Palackého 871, 340 22 Nýrsko",34022,Nýrsko,Palackého,,Klatovy,Plzeňský,1
111332068,1,FVE Čížek,46311,Liberec,Tyršův vrch,811,Liberec,Liberecký,1
111332026,1,FVE Litol,28922,Lysá nad Labem,Na Brůdku,459,Nymburk,Středočeský,1
111332020,1,FVE Hlavoň - Jundrov,63700,Brno,Kopretinová,,Brno-město,Jihomoravský,1
111332037,1,FVE DALIBOROVA,70900,Ostrava,Daliborova,417/7,Ostrava-město,Moravskoslezský,1
111332080,1,Termil,75501,Vsetín,Jasenická,,Vsetín,Zlínský,1
111332034,1,Školní 1597,25228,Černošice,Školní,1597,Praha-západ,Středočeský,1
111332027,1,FVE,75701,Poličná,Poličná,516,Vsetín,Zlínský,1
111332029,1,FVE - Sojka,26753,Žebrák,Tichá,578,Beroun,Středočeský,1
111332035,1,"FVE 19,72kWp - Cihelní 566/3, Brno - Obřany 614 00",61400,Brno,Cihelní,,Brno-město,Jihomoravský,1
111332035,2,"FVE Fryčajova 410/155 a, Brno - Obřany, 614 00",61400,Brno,Fryčajova,410/155,Brno-město,Jihomoravský,1
111331978,1,RD Lidická 200,25261,Dobrovíz,Lidická,200,Praha-západ,Středočeský,1
111332350,1,FVE Ing. Luděk Brož,18100,Praha,Jestřebická,637/7,,,1
111332054,1,FVE PCH výroba a projekty s.r.o.,78342,Lutín,Lutín,254,Olomouc,Olomoucký,1
111332051,1,Kohout,50801,Hořice,Husova,22,Jičín,Královéhradecký,1
111332024,1,FVE Jiří Kukla,25082,Úvaly,28. října 28,28,Praha-východ,Středočeský,1
111332022,1,FVE Lucie Le Roux,30100,Plzeň,Kleisslova,,Plzeň-město,Plzeňský,1
111332060,1,"FVE - 4,8",50773,Dobrá Voda u Hořic,Dobrá Voda u Hořic,222,Jičín,Královéhradecký,1
111332042,1,FVE VERVE-INVEST s.r,10600,Praha,Žirovnická,3133/6,,,1
111332039,1,FVE Žehuň,28905,Žehuň,Žehuň,198,Kolín,Středočeský,1
111332161,1,vohralík 1,53862,Hrochův Týnec,Na Hlásce,198,Chrudim,Pardubický,1
111332167,1,FVE Skála,53973,Skuteč,Na Vlaštovce,800,Chrudim,Pardubický,1
111332139,1,FVE Studený - Třeboň,37901,Třeboň,Třeboň,,Jindřichův Hradec,Jihočeský,1
111332059,1,FVE - Pavlovský,28401,Rohozec,Rohozec,65,Kutná Hora,Středočeský,1
111332017,1,FVE Šarochová,53345,Dolany,Dolany,143,Pardubice,Pardubický,1
111332104,1,"FVE - 19,68",37701,Jindřichův Hradec,Jiráskovo předm.,630,Jindřichův Hradec,Jihočeský,1
111332104,2,"FVE - 19,68",37701,Jindřichův Hradec,Jiráskovo předm.,,Jindřichův Hradec,Jihočeský,1
111332273,1,FVE DAIKIN 1,30100,Plzeň,U Nové Hospody,1155/1,Plzeň-město,Plzeňský,1
111332273,2,FVE DAIKIN 2,30100,Plzeň,U Nové Hospody,,Plzeň-město,Plzeňský,1
111332273,3,FVE DAIKIN 3,30100,Plzeň,U Nové Hospody,,Plzeň-město,Plzeňský,2
111332058,1,FVE Truck centrum Ke Kněžihorce,25072,Kojetice,Kojetice,,Praha-východ,Středočeský,1
111332058,2,FVE Truck centrum Moravcova 28,25072,Kojetice,Moravcova,28,Praha-východ,Středočeský,1
111332072,1,S2013-30,61500,Brno,Kaleckého,1667/18,Brno-město,Jihomoravský,1
111332063,1,"FVE Opatovice, Zahradní 208",75356,Opatovice,Zahradní,208,Přerov,Olomoucký,1
111332070,1,FVE Hilas,19800,Praha,Lipnická,1550,,,1
111332041,1,S2013-21,37384,Dubné,Dubné,181,České Budějovice,Jihočeský,1
111332071,1,FVE Šlechta,50354,Ohnišťany,Ohnišťany,5,Hradec Králové,Královéhradecký,1
111332071,2,FVE Šlechta 2,50354,Ohnišťany,Ohnišťany,5,Hradec Králové,Královéhradecký,1
111332179,1,"FVE 5kW Brno, Hálkova 56",61400,Brno,Hálkova,473/56,Brno-město,Jihomoravský,1
111332265,1,FVE Zapletal I,68709,Boršice,Boršice,739,Uherské Hradiště,Zlínský,1
111332265,2,FVE Zapletal II,68709,Boršice,Boršice,,Uherské Hradiště,Zlínský,1
111332265,3,FVE Boršice Halda,68709,Boršice,Boršice,769,Uherské Hradiště,Zlínský,1
111332147,1,"FVE 29,25kW Rájec-Jestřebí, Augustin",67902,Rájec-Jestřebí,Sportovní,604,Blansko,Jihomoravský,1
111332049,1,FVE Daniel Beneš,46001,Liberec,U Trati,636,Liberec,Liberecký,1
111332148,1,"FVE Roman Matoušek, České Budějovice 3",37010,České Budějovice,Hlubocká,2078/15,České Budějovice,Jihočeský,1
111332048,1,FVE Brandl,30100,Plzeň,U Pole,288/16,Plzeň-město,Plzeňský,1
111332013,1,FVE Mařas,51251,Lomnice nad Popelkou,gen. Ludvíka Svobody,1317,Semily,Liberecký,1
111332062,1,FVE S2013-56,69123,Ivaň,Ivaň,279,Břeclav,Jihomoravský,1
111332159,1,"Eva Havelková, Dětřichovská 202, 460 01 Liberec",46001,Liberec,Dětřichovská,202,Liberec,Liberecký,1
111332066,1,FVE Rakušan,46001,Liberec,Růžodolská,148/9,Liberec,Liberecký,1
111332098,1,PETR BĚLOHLÁVEK,26701,Králův Dvůr,Fügnerová,6,Beroun,Středočeský,1
111332073,1,"Aleš, Jakeš, MUDr., Nemile 162",78901,Nemile,Nemile,162,Šumperk,Olomoucký,1
111332177,1,FVE Pod Žvahovem 35,15200,Praha,Pod Žvahovem,35/46,,,1
111332082,1,FVE Vokoun,25164,Struhařov,Nad Studánkou,191,Praha-východ,Středočeský,1
111332021,1,SOSNOVÁ,47001,Sosnová,Sosnová,170,Česká Lípa,Liberecký,1
111332115,1,FVE Košátková,50601,Jičín,K Vápenkám,550,Jičín,Královéhradecký,1
111332047,1,FVE 2 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332047,2,FVE 3 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332047,3,FVE 4 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332047,4,FVE 5 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332047,5,FVE 6 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332047,6,FVE 7 Pramos Šitbořice,69176,Šitbořice,Brněnská,,Břeclav,Jihomoravský,1
111332086,1,FVE Stella,76901,Holešov,Holešov,,Kroměříž,Zlínský,1
111433049,1,FVE Hrabal,50601,Jičín,Na Výsluní,409,Jičín,Královéhradecký,1
111332046,1,FVE MIROSLAVSKE KNINICE MEISL,67172,Miroslavské Knínice,Miroslavské Knínice,2,Znojmo,Jihomoravský,1
111332055,1,FVE BD Mezírka,60200,Brno,Mezírka,740/8,Brno-město,Jihomoravský,1
111332141,1,FVE Václav Červený,28201,Přišimasy,Přišimasy,96,Kolín,Středočeský,1
111332065,1,FVE Antoňů - 5 kWp,38001,Dačice,B. Smetany,300,Jindřichův Hradec,Jihočeský,1
111332045,1,FVE_DOMAŠOV_PČ.285_ŠKOLEKOVÁ,66483,Domašov,Brněnská,108,Brno-venkov,Jihomoravský,1
111332044,1,"Brno, Martina Kříže 10, FVE 10kW",62800,Brno,Martina Kříže,898/10,Brno-město,Jihomoravský,1
111332061,1,FVE Václav Havelka,28601,Čáslav,Lísková,1744,Kutná Hora,Středočeský,1
111332038,1,FVE Na Pasece 13,16000,Praha,Na Pasece,221/13,,,1
111332137,1,NEHODA,37901,Třeboň,Budějovická,912,Jindřichův Hradec,Jihočeský,1
111332064,1,FVE - Hynek,56401,Dlouhoňovice,Nádražní,180,Ústí nad Orlicí,Pardubický,1
111332458,1,FVE Fišer - Rokytnice nad Jizerou,51244,Rokytnice nad Jizerou,Rokytnice nad Jizerou,,Semily,Liberecký,1
111332050,1,"FVE - 4,8",15500,Praha,U dálnice,2724/17,,,1
111332106,1,"FVE - 10,08",56163,Nekoř,Nekoř,29,Ústí nad Orlicí,Pardubický,1
111332457,1,FVE Smolek,37901,Třeboň,Budějovická,910,Jindřichův Hradec,Jihočeský,1
111332040,1,FVE - Kazda,67971,Lysice,V Zahradách,411,Blansko,Jihomoravský,1
111332459,1,Váchal - Úvaly,25082,Úvaly,Lužická,1241,Praha-východ,Středočeský,1
111332057,1,Buriánová,25230,Řevnice,Kozinova,496,Praha-západ,Středočeský,1
111332162,1,Kotelna 01 - kogenerační jednotka,79711,Prostějov,Dolní,100,Prostějov,Olomoucký,1
111331962,1,FVE Svoradová,66449,Ostopovice,Nová,183/13,Brno-venkov,Jihomoravský,1
111332067,1,"FVE - 8,64",28401,Kutná Hora,Lučanská,190,Kutná Hora,Středočeský,1
111332390,1,FVE Dvořák,46602,Jablonec nad Nisou,Pod Lesem,4073/19,Jablonec nad Nisou,Liberecký,1
111332112,1,MVE Číčová,51741,Čermná nad Orlicí,Čermná nad Orlicí,,Rychnov nad Kněžnou,Královéhradecký,2
111332389,1,Schneider,19700,Praha,Rovenská,736/11,,,1
111332169,1,FVE Prokop,56912,Opatov,Opatov,,Svitavy,Pardubický,1
111332169,2,VTE Opatov,56912,Opatov,Opatov,353,Svitavy,Pardubický,1
111332169,3,FVE Opatov hybrid,56912,Opatov,Opatov,372,Svitavy,Pardubický,1
111332300,1,FVE JENÍK STARÁ BOLESLAV,25001,Brandýs nad Labem-Stará Boleslav,V Mýtkách,,Praha-východ,Středočeský,1
111332304,1,MVE Prosečná - Dobrá Mysl,54373,Prosečné,Prosečné,114,Trutnov,Královéhradecký,2
111332210,1,"Fotovoltaický systém na pp. č. st. 2522, k.ú. Telč",58856,Telč,Na Sádkách,,Jihlava,Vysočina,1
111332078,1,"FVE BĚLOHLÁVEK, DOBRÁ VODA U PACOVA",39501,Dobrá Voda u Pacova,Dobrá Voda u Pacova,32,Pelhřimov,Vysočina,1
111332097,1,FVS na č.p. 929 v Pardubicích,53002,Pardubice,Hronovická,929,Pardubice,Pardubický,1
111332362,1,"Alena Hanzlová, Dis.",54901,Nové Město nad Metují,Nové Město nad Metují,168,Náchod,Královéhradecký,1
111332296,1,FVE K.E.I. GROUP I.,62800,Brno,Žarošická,4327/21,Brno-město,Jihomoravský,1
111332296,2,FVE K.E.I. GROUP II,62800,Brno,Žarošická,4308/21,Brno-město,Jihomoravský,1
111332305,1,"FVS1- ACHP Slavkov, a.s.",68401,Slavkov u Brna,U Splavu,1421,Vyškov,Jihomoravský,1
111332305,2,"FVS2- ACHP Slavkov, a.s.",68401,Slavkov u Brna,U Splavu,,Vyškov,Jihomoravský,1
111332305,3,"FVS3- ACHP Slavkov, a.s.",68401,Slavkov u Brna,U Splavu,,Vyškov,Jihomoravský,1
111332305,4,"FVS4- ACHP Slavkov, a.s.",68401,Slavkov u Brna,U Splavu,,Vyškov,Jihomoravský,1
111332305,5,"FVS5- ACHP Slavkov, a.s.",68401,Slavkov u Brna,U Splavu,,Vyškov,Jihomoravský,1
111332151,1,"FV6-276 Babice, p. Koláčková, 20 kWp",25101,Babice,Pod Lomem,148,Praha-východ,Středočeský,1
111332193,1,FVE - Zdeněk POKORNÝ,33441,Dobřany,Krále Jiřího,671,Plzeň-jih,Plzeňský,1
111332117,1,Nad Hliníkem 131,25101,Dobřejovice,Nad Hliníkem,131,Praha-východ,Středočeský,1
111332281,1,"FV6-279 Zlín, Official Electronic, 20 kWp\",76001,Zlín,U Tescomy,251,Zlín,Zlínský,1
111332158,1,"FV6-290 Bukovany, p.Cacák, 8 kWp",25741,Bukovany,Bukovany,105,Benešov,Středočeský,1
111332118,1,FVE Jandová,10200,Praha,Praha,,,,1
111332120,1,"FV6-284 Lutín, 22 kWp\",78349,Lutín,U Kapličky,21,Olomouc,Olomoucký,1
111332099,1,"FV6-288 Tachov, 5 kWp. p. Horáček",34701,Tachov,Příčná,2195,Tachov,Plzeňský,1
111332083,1,FVE 5kW Dolní Kounice,66464,Dolní Kounice,Ivančická,687/152,Brno-venkov,Jihomoravský,1
111332136,1,FVE 5 Zámečníkovi,46312,Liberec,Vyhlídková,,Liberec,Liberecký,1
111332188,1,FVE Šilhavý,31200,Plzeň,Na Stráni,786/10,Plzeň-město,Plzeňský,1
111332302,1,Podivín,69145,Podivín,Podivín,991,Břeclav,Jihomoravský,1
111332173,1,"FVE - 2,4",79201,Bruntál,Brothánkova,1962/2,Bruntál,Moravskoslezský,1
111332109,1,"FV6-282 Vítová, p. Hanačík, 5 kWp",76316,Fryšták,Vítovská,418,Zlín,Zlínský,1
111332174,1,"FV6-292 Praha, p. Tesař, 8 kWp",10200,Praha,K Horkám,421/28,,,1
111332122,1,FVE Kunvald,56181,Kunvald,Kunvald,,Ústí nad Orlicí,Pardubický,1
111332379,1,HEŘMANICE,47125,Jablonné v Podještědí,Jablonné v Podještědí,130,Česká Lípa,Liberecký,1
111332376,1,FVE Volfová,47127,Stráž pod Ralskem,Lesní,132,Česká Lípa,Liberecký,1
111332119,1,FVE KMS I,68725,Hluk,Novoveská,,Uherské Hradiště,Zlínský,1
111332119,2,FVE KMS II,68725,Hluk,Novoveská,858,Uherské Hradiště,Zlínský,1
111332089,1,"FVE Stehelčeves 4,0 kWp",27342,Stehelčeves,Stehelčeves,255,Kladno,Středočeský,1
111332245,1,FVE Ošmera,76701,Kroměříž,Březinova,1005/20,Kroměříž,Zlínský,1
111332085,1,"FVE Jana Žouželková, Křelov",78336,Křelov-Břuchotín,Sadová,1/4,Olomouc,Olomoucký,1
111332211,1,FVE Píta,47201,Doksy,Lipové náměstí,109,Česká Lípa,Liberecký,1
111332110,1,"FV6-293 Heřmanova Huť, p. Heindrich, 20 kWp",33024,Heřmanova Huť,Stříbrská,101,Plzeň-sever,Plzeňský,1
111332249,1,"FV6-294 Kroměříž, Tomáš Kunovský, 11 kWp",76701,Kroměříž,Hulínská,1949/6,Kroměříž,Zlínský,1
111332102,1,Vrábelová,68605,Uherské Hradiště,U Dvora,1770,Uherské Hradiště,Zlínský,1
111332171,1,"FVE Skřivánek, Neslovice",66491,Neslovice,U Cihelny,,Brno-venkov,Jihomoravský,1
111332116,1,Fve Janura,25001,Brandýs nad Labem-Stará Boleslav,Ve svahu,1124/20,Praha-východ,Středočeský,1
111332149,1,"FV6-285 Pohořelice, 5 kWp. p. Pilát",69123,Pohořelice,Květinová,,Brno-venkov,Jihomoravský,1
111332140,1,"FV6-280 Buk, p. Skřivánek, 9,945 kWp",75121,Buk,Buk,145,Přerov,Olomoucký,1
111332096,1,"FV6-295 Vizovice 20 kWp, KOMA I. parc 2490",76312,Vizovice,Říčanská,,Zlín,Zlínský,1
111332096,2,"FV6-295 Vizovice 20 kWp, KOMA II. parc 2524",76312,Vizovice,Říčanská,,Zlín,Zlínský,1
111332095,1,FVS-CZECHmetal spol. s r.o.,77900,Olomouc,Libušina,,Olomouc,Olomoucký,1
111332095,2,FVS2-CZECHmetal spol. s r.o.,77900,Olomouc,Libušina,,Olomouc,Olomoucký,1
111332375,1,FVE S2013-44,75125,Dolní Újezd,Dolní Újezd,94,Přerov,Olomoucký,1
111332393,1,FVE S2013-51,69301,Hustopeče,Kpt. Jaroše,1162/28,Břeclav,Jihomoravský,1
111332440,1,FVE JANDA HLUBOČINKA,25168,Sulice,Sulice,972,Praha-východ,Středočeský,1
111332087,1,FVE,78383,Lipinka,Lipinka,9,Šumperk,Olomoucký,1
111332124,1,FVE SLOVÁČEK,68601,Uherské Hradiště,Na Zápovědi,547,Uherské Hradiště,Zlínský,1
111332123,1,FVE - Valčíková,46334,Chotyně,Chotyně,,Liberec,Liberecký,1
111332391,1,FVE LDS Planá,37001,Planá,Planá,,České Budějovice,Jihočeský,1
111332111,1,FVE Nádražní,56401,Žamberk,Nádražní,,Ústí nad Orlicí,Pardubický,1
111332111,2,FVE U Daliborky,56401,Žamberk,U Daliborky,944,Ústí nad Orlicí,Pardubický,1
111332394,1,Rooseveltova 596/28,25088,Čelákovice,Rooseveltova,596/28,Praha-východ,Středočeský,1
111332394,2,Rooseveltova 599/30,25088,Čelákovice,Rooseveltova,599/30,Praha-východ,Středočeský,1
111332215,1,Ing. Vladimír Kolář,59265,Sulkovec,Sulkovec,,Žďár nad Sázavou,Vysočina,1
111332103,1,FVE S2013-52,68301,Komořany,Komořany,73,Vyškov,Jihomoravský,1
111332241,1,BPS Stanoviště s.r.o.,66484,Stanoviště,Stanoviště,,Brno-venkov,Jihomoravský,1
111332199,1,S2013-24,33701,Rokycany,K Trati,915,Rokycany,Plzeňský,1
111332191,1,BLUE ORANGE,19900,Praha,Tupolevova,676,,,1
111332237,1,net.pointers security s.r.o.,19014,Praha,K rukavičkárně,,,,1
111332449,1,"Alca plast, s.r.o.",69002,Břeclav,Bratislavská,,Břeclav,Jihomoravský,1
111332449,2,"Alca plast, s.r.o.",69002,Břeclav,Lanžhotská,,Břeclav,Jihomoravský,1
111332449,3,"Alca plast, s.r.o.",69002,Břeclav,Lanžhotská,3463,Břeclav,Jihomoravský,1
111332449,4,"Alca plast, s.r.o.",69002,Břeclav,Bratislavská,,Břeclav,Jihomoravský,1
111332449,5,"Alca plast, s.r.o.",69002,Břeclav,Bratislavská,2846,Břeclav,Jihomoravský,1
111332449,6,"Alca plast, s.r.o.",69002,Břeclav,Lanžhotská,,Břeclav,Jihomoravský,1
111332449,7,"Alca plast, s.r.o.",69002,Břeclav,Lanžhotská,3227,Břeclav,Jihomoravský,1
111332449,8,"Alca plast, s.r.o.",69002,Břeclav,Bratislavská,,Břeclav,Jihomoravský,1
111332449,9,"Alca plast, s.r.o.",69002,Břeclav,Bratislavská,2846,Břeclav,Jihomoravský,1
111332449,10,"Alca plast, s.r.o.",69002,Břeclav,Lanžhotská,,Břeclav,Jihomoravský,2
111332222,1,SNOWBOARD ZEZULA s.r.o.,61200,Brno,Palackého třída,3078/170,Brno-město,Jihomoravský,1
111332203,1,FVE Bizi CHATA,79323,Karlovice,Karlovice,415,Bruntál,Moravskoslezský,1
111332196,1,FVE WOJNAR,73995,Nýdek,Nýdek,553,Frýdek-Místek,Moravskoslezský,1
111332182,1,FVE BRTVA,74714,Ludgeřovice,Finské domky,1459/77,Opava,Moravskoslezský,1
111332253,1,Tomáš Matuška,66464,Mělčany,Mělčany,,Brno-venkov,Jihomoravský,1
111332336,1,Petr Schwarz,62100,Brno,Atriová,442/33,Brno-město,Jihomoravský,1
111332187,1,FVE Jakub Císař,14200,Praha,Ostředecká,964/4,,,1
111332216,1,"FVE 3,43kWp - Rochla",74213,Studénka,Polská,901,Nový Jičín,Moravskoslezský,1
111332033,1,FVE - Vulgan,76364,Spytihněv,Spytihněv,531,Zlín,Zlínský,1
